https://www.kaggle.com/etherqua/airbnbdemo,airbnb-recruiting-new-user-bookings,633MB
https://www.kaggle.com/mmueller/categorical-embedding-with-xgb,allstate-claims-severity,111MB
https://www.kaggle.com/anilcs/ectra-with-new-features,bnp-paribas-cardif-claims-management,222MB
https://www.kaggle.com/alexxanderlarko/road-2-0-4-featureset,bosch-production-line-performance,14.3GB
https://www.kaggle.com/ghozlan/traincsv-numonly-py,caterpillar-tube-pricing,6.74MB
https://www.kaggle.com/aleiken/beginner-xgboost,costa-rican-household-poverty-prediction,11MB
https://www.kaggle.com/dlyzer/k-nearest-neighbors,crowdflower-search-relevance,18.1MB
https://www.kaggle.com/aawadall/deep-neural-net,digit-recognizer,122MB
https://www.kaggle.com/niladri18/usinng-logistic-regression,expedia-hotel-recommendations,4.2GB
https://www.kaggle.com/balajibi/facebook-solution-bi-1,facebook-v-predicting-check-ins,1.77GB
https://www.kaggle.com/cbrioso/lightgbm-with-cv,favorita-grocery-sales-forecasting,4.81GB
https://www.kaggle.com/rakhlin/abcde,flavours-of-physics,928MB
https://www.kaggle.com/cttsai/xgb-voting-weighted-goblins,ghouls-goblins-and-ghosts-boo,83.4KB
https://www.kaggle.com/kobakhit/xgboost,grupo-bimbo-inventory-demand,3.29GB
https://www.kaggle.com/jvallej/agregaciones-previouse-applications,home-credit-default-risk,2.49GB
https://www.kaggle.com/alexxanderlarko/extratreesclassifier,homesite-quote-conversion,330MB
https://www.kaggle.com/alipala/ml-regressors-20-features,house-prices-advanced-regression-techniques,934KB
https://www.kaggle.com/devinanzelmo/component-cdf-s-and-sample-predictions,how-much-did-it-rain,1.58GB
https://www.kaggle.com/bschaefer/frequent-items-per-user-baseline-lb-0-30,instacart-market-basket-analysis,681MB
https://www.kaggle.com/ed25519/code-taken-from-xkcd-examples-showcase-xkcd-html,introducing-kaggle-scripts,105KB
https://www.kaggle.com/pappukrjha/log-reg-auc-98795,jigsaw-toxic-comment-classification-challenge,133MB
https://www.kaggle.com/brandao/test-4,kobe-bryant-shot-selection,5.83MB
https://www.kaggle.com/fernandocruz/first-test,leaf-classification,44.4MB
https://www.kaggle.com/aarotang/test-data,liberty-mutual-group-property-inspection-prediction,7.89MB
https://www.kaggle.com/adityakumarsinha/stacked-then-averaged-models-private-lb-0-554,mercedes-benz-greener-manufacturing,6.20MB
https://www.kaggle.com/rom1m201363/road-grid-and-backpropagated-dijkstra-with-pytorch,new-york-city-taxi-fare-prediction,5.30GB
https://www.kaggle.com/amazone/lightgbm-regressor,nyc-taxi-trip-duration,267MB
https://www.kaggle.com/muhammadzaman/knn-argpartition-and-value-of-k,otto-group-product-classification-challenge,41.8MB
https://www.kaggle.com/ogrellier/multi-core-aggregations,PLAsTiCC-2018,18.9GB
https://www.kaggle.com/numberswithkartik/so-you-think-xgboost-will-work,porto-seguro-safe-driver-prediction,286MB
https://www.kaggle.com/happycube/python-ver-of-group-1-and-date-trick,predicting-red-hat-business-value,217MB
https://www.kaggle.com/alexxanderlarko/xgb-offset0501,prudential-life-insurance-assessment,25.5MB
https://www.kaggle.com/albytho/pubg-prediction-ann-implementation,pubg-finish-placement-prediction,920MB
https://www.kaggle.com/chechir/export-feats-kernel,quora-question-pairs,359MB
https://www.kaggle.com/plantsgo/solution-public-0-471-private-0-505,recruit-restaurant-visitor-forecasting,27MB
https://www.kaggle.com/cast42/xgboost-extra-features,rossmann-store-sales,38MB
https://www.kaggle.com/batzner/small-dataset-generator,santa-gift-matching,394MB
https://www.kaggle.com/brajen259/pca-and-xgb,santander-customer-satisfaction,113MB
https://www.kaggle.com/amznit/rf-multilabel-framework-lb-0-022475,santander-product-recommendation,2.23GB
https://www.kaggle.com/prashantkikani/ensembling-has-always-been-the-answer,santander-value-prediction-challenge,1GB
https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,sberbank-russian-housing-market,57.3MB
https://www.kaggle.com/careyai/san-fran-crime,sf-crime,279MB
https://www.kaggle.com/izzul02/age-gender-breed-and-name-vs-outcome,shelter-animal-outcomes,3.82MB
https://www.kaggle.com/judata/talkingdata-xgb-param-tuning-rdm-sampling,talkingdata-adtracking-fraud-detection,10.4GB
https://www.kaggle.com/acyouzi/test-frist,talkingdata-mobile-user-demographics,1.16GB
https://www.kaggle.com/soroushj/tap30-challenge-random-forest-regressor,tap30challenge,127KB
https://www.kaggle.com/abrierly/explore-titanic-python,titanic,90.8KB
https://www.kaggle.com/clustifier/7-weeks-mode-lb-51-5,web-traffic-time-series-forecasting,2.04GB
https://www.kaggle.com/ymatioun/lightgbm-v1,whats-cooking-kernels-only,14.6MB
